id,cuisine,ingredients
20242,mexican,"['tomatoes', 'seasoning', 'beef', 'salsa', 'lettuce', 'cheese', 'cream', 'corn']"
23383,italian,"['sage', 'pepper', 'garlic', 'salt', 'gyoza', 'water', 'cheese', 'chard', 'thyme', 'rosemary', 'butter', 'eggs']"
38529,american,"['ganache', 'salt', 'sugar', 'water', 'buttermilk', 'frosting', 'vanilla', 'butter', 'soda', 'cocoa', 'flour', 'glaze', 'eggs']"
19532,japanese,"['pepper', 'onions', 'sugar', 'sauce', 'mirin', 'chicken', 'shiitake']"
9727,chinese,"['wine', 'pepper', 'oil', 'salt', 'sugar', 'sauce', 'water', 'black', 'scallions', 'ginger', 'chicken', 'corn']"
9132,korean,"['potatoes', 'carrots', 'pepper', 'onions', 'salt', 'flour', 'meat', 'eggs']"
17409,korean,"['kimchi', 'steak', 'base', 'asparagus', 'onions', 'garlic', 'sugar', 'chile', 'sauce', 'rice', 'oil', 'sake', 'seeds', 'eggs']"
4362,italian,"['tomatoes', 'pepper', 'salt', 'cream', 'scallions', 'parsley', 'pasta']"
14156,american,"['lemon', 'mint', 'salt', 'sugar', 'flour', 'butter', 'nutmeg', 'peaches', 'eggs']"
49001,italian,"['fillets', 'crust', 'salt', 'cheese', 'milk', 'oil']"
30960,french,"['carrots', 'pepper', 'onions', 'celery', 'leeks', 'water', 'parsley', 'thyme', 'veal']"
45870,mexican,"['salsa', 'onion', 'chile', 'cheese', 'cream', 'cumin', 'flour', 'cilantro']"
33979,thai,"['sirloin', 'cilantro', 'radishes', 'mint', 'garlic', 'lettuce', 'sugar', 'sauce', 'lime', 'ginger', 'serrano']"
20958,french,"['crepes', 'wine', 'onions', 'pepper', 'salt', 'mushrooms', 'cheese', 'parsley', 'thyme', 'butter', 'chives', 'shiitake']"
25314,french,"['lemon', 'salt', 'sugar', 'vanilla', 'oil', 'flour', 'ricotta', 'eggs']"
14055,chinese,"['peas', 'chicken', 'pepper', 'garlic', 'sugar', 'sauce', 'water', 'scallions', 'rice', 'ginger', 'oil', 'corn', 'walnuts', 'shiitake']"
38814,italian,"['basil', 'tomatoes', 'seasoning', 'pepper', 'onions', 'garlic', 'oil', 'rotini']"
45811,italian,"['water', 'flour', 'eggs', 'oil']"
11700,mexican,"['tomatoes', 'pepper', 'onions', 'salt', 'nopales', 'oil']"
3516,italian,"['biga', 'salt', 'water', 'cornmeal', 'yeast', 'oil', 'flour']"
28456,indian,"['leaves', 'coriander', 'shallots', 'pepper', 'salt', 'garlic', 'turmeric', 'onions', 'chili', 'chickpeas', 'ginger', 'oil', 'mustard', 'coconut']"
18490,indian,"['masala', 'onions', 'chili', 'flour', 'yoghurt', 'tomatoes', 'turmeric', 'spices', 'leaves', 'garlic', 'lime', 'jeera', 'oil', 'coriander', 'salt', 'shrimp', 'water', 'nuts', 'rice', 'marinade', 'ginger', 'masa', 'cilantro']"
41740,mexican,"['radishes', 'raisins', 'beef', 'tomatoes', 'oregano', 'lettuce', 'onion', 'garlic', 'paprika', 'pork', 'cumin', 'chicken', 'hominy', 'chips', 'coriander', 'chipotle', 'pepper', 'salt', 'water', 'cilantro']"
33975,mexican,"['tomatoes', 'tortillas', 'coriander', 'fillets', 'radishes', 'lettuce', 'kalamata', 'scallions', 'chili', 'lime', 'oil', 'vinegar']"
35745,italian,"['basil', 'tomatoes', 'pepper', 'garlic', 'onion', 'salt', 'cheese', 'thyme', 'oil', 'vinegar', 'penne', 'squash', 'zucchini']"
15452,mexican,"['chicken', 'salsa', 'garlic', 'onion', 'water', 'cheese', 'chili', 'cumin', 'oil', 'beans', 'flour', 'guacamole']"
49654,greek,"['spinach', 'dill', 'onion', 'cheese', 'oil', 'phyllo']"
40694,american,"['bread', 'salad', 'mortadella', 'peperoncini', 'cheese', 'giardiniera', 'salami', 'ham']"
42189,italian,"['amaretto', 'salt', 'sugar', 'apricots', 'amaretti', 'pinenuts']"
5897,indian,"['potatoes', 'coriander', 'onion', 'salt', 'ghee', 'masa', 'amchur', 'flour']"
40891,italian,"['vinegar', 'pepper', 'salt', 'oil']"
21660,french,"['chocolate', 'salt', 'sugar', 'vanilla', 'flour', 'cinnamon', 'eggs']"
27110,american,"['salt', 'sugar', 'spices', 'watermelon', 'ginger', 'vinegar']"
34749,italian,"['tomatoes', 'lemon', 'pepper', 'garlic', 'salt', 'celery', 'onion', 'cheese', 'parsley', 'honey', 'olives', 'rosemary', 'salami', 'oil', 'vinegar', 'pasta', 'dijon']"
46185,american,"['seasoning', 'tomatoes', 'pepper', 'garlic', 'onion', 'mushrooms', 'water', 'rice', 'beans']"
9397,spanish,"['oregano', 'leaves', 'orange', 'pepper', 'pork', 'onions', 'salt', 'water', 'cumin', 'lime']"
17881,mexican,"['pepper', 'oil', 'salt', 'sauce', 'chili', 'chicken', 'flour']"
45226,french,"['lemon', 'kirsch', 'sugar', 'ladyfingers', 'cream', 'rhubarb']"
9603,mexican,"['tomatoes', 'tortillas', 'onions', 'garlic', 'sauce', 'cheese', 'chili']"
20891,japanese,"['lemon', 'yolk', 'salt', 'sugar', 'cheese', 'cornflour', 'milk', 'butter', 'flour']"
43558,french,"['leaves', 'shallots', 'salt', 'scallops', 'cream', 'oil', 'mustard', 'shiitake', 'champagne']"
38440,mexican,"['chicken', 'onions', 'garlic', 'pepper', 'salt', 'ice', 'chili', 'lime', 'oil', 'beans']"
17222,chinese,"['peas', 'eggs', 'chicken']"
47967,italian,"['pumpkin', 'sage', 'fettucine', 'pepper', 'garlic', 'salt', 'cream', 'butter', 'oil']"
20837,american,"['chocolate', 'crust', 'sugar', 'whiskey', 'butter', 'flour', 'walnuts', 'eggs']"
17778,chinese,"['watercress', 'garlic', 'salt', 'stock', 'oil']"
34912,italian,"['pears', 'wine', 'lemon', 'yolk', 'cloves', 'salt', 'sugar', 'water', 'honey', 'allspice', 'butter', 'nutmeg', 'cinnamon']"
3000,italian,"['carrots', 'pepper', 'garlic', 'onion', 'sauce', 'cheese', 'polenta', 'oil', 'squash', 'zucchini']"
22953,american,"['tomatoes', 'pepper', 'onions', 'salt', 'mayonaise', 'saltines']"
26009,mexican,"['beans', 'wheat', 'garlic', 'salt', 'onion', 'cream', 'cheese', 'cumin', 'chili', 'lime', 'oil', 'kale', 'avocado', 'cilantro']"
40176,italian,"['peas', 'broccoli', 'noodles', 'sauce', 'cheese', 'cauliflower', 'corn']"
30833,greek,"['oregano', 'chicken', 'tomatoes', 'spinach', 'lemon', 'pepper', 'salt', 'water', 'cheese', 'oil', 'flour']"
21261,american,"['fillets', 'pepper', 'salt', 'cornmeal']"
25302,chinese,"['chicken', 'orange', 'onions', 'lettuce', 'persimmon', 'water', 'sauce', 'ginger', 'oil', 'corn']"
45380,indian,"['salt', 'sugar', 'water', 'yeast', 'oil', 'flour', 'eggs']"
46745,mexican,"['tomatoes', 'spinach', 'onions', 'salt', 'cream', 'fat', 'cheese', 'cumin', 'chili', 'milk', 'chicken', 'flour']"
22541,italian,"['basil', 'sauce', 'cheese', 'oil', 'flour']"
45728,mexican,"['seasoning', 'salsa', 'onions', 'chile', 'cheese', 'chili', 'olives', 'flour']"
47255,thai,"['tomatoes', 'tamarind', 'chiles', 'salt', 'lemongrass', 'sauce', 'sugar', 'tofu', 'chile', 'lime', 'stock', 'galangal', 'cilantro']"
26366,italian,"['sage', 'wine', 'rum', 'pepper', 'garlic', 'salt', 'eggplant', 'cheese', 'parsley', 'oil']"
40562,mexican,"['tomatoes', 'onions', 'lettuce', 'pepper', 'steamer', 'milk', 'chicken', 'cilantro']"
28196,thai,"['basil', 'oil', 'garlic', 'shallots', 'chile', 'sauce', 'lime', 'chicken']"
7695,thai,"['tamarind', 'carrots', 'garlic', 'sugar', 'sauce', 'tofu', 'lime', 'rice', 'Sriracha', 'cilantro']"
8770,american,"['lemon', 'onion', 'chili', 'vinegar', 'peaches', 'cilantro']"
38451,american,"['onions', 'pepper', 'salt', 'water', 'cream', 'cheese', 'macaroni', 'parsley', 'butter']"
3551,chinese,"['carrots', 'pepper', 'onions', 'salt', 'garlic', 'sauce', 'onion', 'rice', 'ginger', 'oil', 'beef', 'flour', 'eggs']"
3341,mexican,"['tortillas', 'salt', 'paprika', 'oil']"
48022,mexican,"['oregano', 'tamarind', 'chipotle', 'pepper', 'pork', 'salt', 'oil', 'clove']"
11906,italian,"['yolk', 'amaretto', 'sugar', 'cream', 'milk']"
25370,british,"['chocolate', 'rum', 'sugar', 'cream', 'milk', 'butter', 'soda', 'flour', 'eggs']"
49452,thai,"['turkey', 'basil', 'pepper', 'garlic', 'onions', 'sauce', 'chili', 'lime', 'milk', 'ginger', 'curry', 'zucchini']"
2663,indian,"['tomatoes', 'onions', 'garlic', 'salt', 'water', 'masa', 'spices', 'ginger', 'oil', 'beans']"
41530,mexican,"['chicken', 'tequila', 'orange', 'chipotle', 'salsa', 'pepper', 'onion', 'salt', 'lime', 'oil', 'flour']"
32945,chinese,"['sprouts', 'red', 'onions', 'pork', 'oil', 'sugar', 'sauce', 'mushrooms', 'sherry', 'bamboo', 'cabbage', 'corn', 'meat']"
4985,french,"['chocolate', 'gelatin', 'almonds', 'water', 'cream', 'honey', 'vanilla', 'walnuts', 'eggs']"
6008,mexican,"['seasoning', 'wheat', 'cream', 'cheese', 'beans']"
8709,chinese,"['rib', 'garlic', 'sauce', 'honey', 'ginger', 'oil']"
1835,mexican,"['pepper', 'sauce', 'cheese']"
14422,mexican,"['pepper', 'salt', 'sugar', 'cheese', 'cream', 'butter', 'corn', 'flour', 'eggs']"
38057,mexican,"['tomatoes', 'seasoning', 'lettuce', 'dressing', 'cheese', 'doritos', 'beef', 'beans']"
28181,thai,"['chicken', 'carrots', 'curry', 'pepper', 'onion', 'mushrooms', 'sauce', 'salt', 'sugar', 'rice', 'beansprouts', 'milk', 'lime', 'oil', 'cilantro']"
31539,mexican,"['potatoes', 'tomatoes', 'wheat', 'pepper', 'salt', 'cumin', 'oil', 'corn', 'beans']"
19033,american,"['essence', 'oil', 'salt', 'sugar', 'buttermilk', 'chicken', 'flour']"
30992,american,"['gravy', 'pepper', 'onions', 'salt', 'garlic', 'sauce']"
1249,american,"['ketchup', 'seasoning', 'garlic', 'sugar', 'sauce', 'chicken']"
21351,italian,"['oregano', 'tomatoes', 'pepper', 'garlic', 'cheese', 'perciatelli', 'oil']"
16699,american,"['garlic', 'salt', 'sauce', 'cheese', 'milk', 'grits', 'butter']"
14964,italian,"['pepper', 'salt', 'sauce', 'cheese', 'parsley', 'milk', 'penne', 'vodka']"
10004,korean,"['base', 'yolk', 'pepper', 'salt', 'sauce', 'tofu', 'scallions', 'liquid', 'oil', 'seeds']"
47718,british,"['potatoes', 'peas', 'tomatoes', 'leaves', 'carrots', 'garlic', 'onion', 'cheese', 'cream', 'mustard', 'stock', 'vinegar', 'beef']"
28936,american,"['lemon', 'sugar', 'buttermilk', 'vanilla', 'butter', 'flour', 'eggs']"
9714,italian,"['oregano', 'spinach', 'sausage', 'onions', 'noodles', 'garlic', 'sauce', 'cheese', 'eggs']"
25242,chinese,"['orange', 'pepper', 'garlic', 'salt', 'mushrooms', 'sugar', 'water', 'ice', 'scallions', 'pork', 'lime', 'ginger', 'oil', 'cilantro']"
25012,american,"['orange', 'water', 'stuffing', 'corn']"
40609,american,"['seasoning', 'onions', 'pepper', 'salt', 'sugar', 'vinegar', 'greens', 'ham']"
19340,spanish,"['saffron', 'chorizo', 'juice', 'pepper', 'marjoram', 'onion', 'garlic', 'salt', 'water', 'shrimp', 'rice']"
3102,indian,"['salt', 'sugar', 'yeast', 'milk', 'butter', 'flour']"
1885,american,"['brandy', 'crawfish', 'tomatoes', 'carrots', 'pepper', 'celery', 'leeks', 'salt', 'tarragon', 'cream', 'paprika', 'stock', 'thyme', 'butter', 'flour']"
48997,italian,"['pepper', 'garlic', 'salt', 'water', 'cheese', 'butter']"
22257,american,"['salt', 'sugar', 'water', 'cream', 'milk', 'flour', 'butter', 'nutmeg', 'peaches', 'cinnamon']"
20274,mexican,"['tortillas', 'onions', 'onion', 'sauce', 'cheese', 'trout', 'lime', 'chicken']"
37798,american,"['cereal', 'asparagus', 'onions', 'pepper', 'salt', 'sauce', 'cheese', 'cream', 'milk', 'butter', 'mustard', 'flour', 'ham', 'eggs']"
36979,italian,"['basil', 'gnocchi', 'tomatoes', 'pepper', 'garlic', 'salt', 'cheese', 'oil', 'vinegar']"
17777,italian,"['oregano', 'onions', 'garlic', 'salt', 'noodles', 'sauce', 'cheese', 'water', 'beef']"
42733,indian,"['cilantro', 'tomatoes', 'curry', 'turmeric', 'garlic', 'salt', 'onion', 'sugar', 'mustard', 'chili', 'cumin', 'ginger', 'oil', 'raisins', 'pitas']"
48746,italian,"['water', 'cheese', 'cardoons', 'oil', 'flour', 'eggs']"
43942,italian,"['chocolate', 'rum', 'coffee', 'ladyfingers', 'sugar', 'cream', 'mascarpone', 'cheese', 'vanilla']"
18274,italian,"['flour', 'sugar', 'eggs']"
35542,american,"['tomatoes', 'salt', 'cheese', 'grits', 'chicken', 'bacon']"
28838,mexican,"['tomatoes', 'chipotle', 'pepper', 'garlic', 'onion', 'chile', 'salt', 'sauce', 'chili', 'oil', 'beans', 'cilantro']"
19800,mexican,"['cream', 'chili', 'vinegar', 'vegetables', 'jack', 'sauce', 'liquid', 'corn', 'garlic', 'onion', 'paprika', 'honey', 'lime', 'cumin', 'chicken', 'oil', 'beans', 'pepper', 'salt', 'rice', 'marinade', 'cayenne', 'cilantro', 'crema']"
44533,mexican,"['tortillas', 'sauce', 'cheese', 'cream', 'chili', 'chicken', 'cilantro']"
2957,indian,"['tomatoes', 'pepper', 'garlic', 'salt', 'onion', 'lamb', 'fat', 'cumin', 'rice', 'ginger', 'masa', 'mustard', 'flour', 'cilantro']"
12566,italian,"['chocolate', 'chips', 'salt', 'sugar', 'vanilla', 'cocoa', 'flour', 'eggs']"
7824,mexican,"['mango', 'carrots', 'mint', 'pepper', 'lime', 'jicama', 'oil', 'vinegar']"
37539,greek,"['seasoning', 'lemon', 'pepper', 'onions', 'sauce', 'mayonaise', 'horseradish']"
12716,american,"['seasoning', 'rum', 'onions', 'garlic', 'oil', 'pepper', 'mayonaise', 'parsley', 'butter', 'chicken', 'mustard', 'eggs']"
48866,italian,"['pancetta', 'wine', 'leaves', 'carrots', 'onions', 'garlic', 'milk', 'butter', 'oil', 'beef']"
13073,chinese,"['peas', 'chicken', 'pepper', 'garlic', 'salt', 'onions', 'sauce', 'honey', 'ginger', 'oil', 'corn']"
8622,chinese,"['ketchup', 'salt', 'sugar', 'sauce', 'water', 'vinegar', 'corn']"
33067,thai,"['basil', 'curry', 'coriander', 'fillets', 'pepper', 'oil', 'anise', 'sugar', 'sauce', 'salt', 'cumin', 'lime', 'milk', 'rice', 'chicken', 'corn', 'beans']"
31917,chinese,"['wine', 'garlic', 'eggplant', 'sugar', 'sauce', 'chile', 'salt', 'scallions', 'ginger', 'oil', 'vinegar', 'corn', 'cilantro']"
2119,chinese,"['leaves', 'lemon', 'orange', 'garlic', 'onion', 'sauce', 'chicken']"
28270,italian,"['basil', 'lentils', 'pepper', 'onion', 'salt', 'parsley', 'oil', 'vinegar']"
49708,italian,"['seasoning', 'rum', 'garlic', 'cheese', 'chicken', 'pasta', 'eggs']"
25224,indian,"['chicken', 'masala', 'pepper', 'garlic', 'salt', 'onions', 'sauce', 'cream', 'masa', 'butter', 'oil']"
9135,british,"['potatoes', 'watercress', 'dal', 'onions', 'pepper', 'salt', 'whiskey', 'mushrooms', 'cream', 'milk', 'flour']"
29159,american,"['salt', 'sugar', 'milk', 'soda', 'flour']"
32849,american,"['sage', 'chicken', 'lemon', 'pecans', 'pepper', 'onions', 'salt', 'sugar', 'cornbread', 'cream', 'oil', 'buttermilk', 'parsley', 'butter', 'soda', 'corn', 'eggs']"
28244,indian,"['lemon', 'oil', 'salt', 'florets', 'cayenne', 'curry', 'cauliflower', 'cilantro']"
14614,italian,"['spinach', 'wheat', 'pepper', 'onions', 'garlic', 'salt', 'sauce', 'cheese', 'milk', 'butter', 'eggs']"
25207,french,"['orange', 'lemon', 'fillets', 'pepper', 'shallots', 'salt', 'honey', 'olives', 'oil', 'mustard', 'greens', 'pinenuts']"
1273,italian,"['bread', 'turkey', 'tomatoes', 'pepper', 'onions', 'cheese']"
42653,chinese,"['pepper', 'onions', 'salt', 'sugar', 'sauce', 'garlic', 'tofu', 'oil', 'vinegar']"
46395,italian,"['oregano', 'tomatoes', 'baguette', 'pepper', 'salt', 'cheese', 'oil', 'vinegar']"
30843,indian,"['cilantro', 'chicken', 'lemon', 'pepper', 'garlic', 'salt', 'sauce', 'cream', 'paprika', 'chili', 'cumin', 'ginger', 'butter', 'cinnamon']"
35058,italian,"['spinach', 'lemon', 'pecans', 'garlic', 'salt', 'cheese', 'oil']"
8058,mexican,"['fillets', 'salsa', 'onions', 'pepper', 'dressing', 'cheese', 'oil', 'flour']"
25628,chinese,"['peas', 'chicken', 'pepper', 'salt', 'sugar', 'sauce', 'scallions', 'rice', 'stock', 'ginger', 'oil', 'eggs']"
35095,american,"['pepper', 'onions', 'salt', 'garlic', 'water', 'honey', 'oil', 'flour', 'eggs']"
39257,british,"['lemon', 'cloves', 'yolk', 'oil', 'salt', 'sugar', 'water', 'cream', 'berries', 'allspice', 'ginger', 'soda', 'molasses', 'flour', 'cinnamon', 'eggs']"
29944,indian,"['onions', 'chili', 'stock', 'mustard', 'fennel', 'tomatoes', 'turmeric', 'clove', 'cinnamon', 'cilantro', 'leaves', 'garlic', 'cumin', 'asafoetida', 'oil', 'coconut', 'coriander', 'pepper', 'salt', 'water', 'ginger', 'cardamom']"
18277,mexican,"['oregano', 'tomatoes', 'salsa', 'onions', 'cheese', 'cream', 'cumin', 'butter', 'chicken', 'flour', 'guacamole']"
27933,american,"['carrots', 'coleslaw', 'onion', 'salt', 'sauce']"
39221,italian,['tomatoes']
177,italian,"['basil', 'tomatoes', 'pepper', 'garlic', 'spaghetti', 'olives', 'oil', 'capers', 'asiago']"
32483,italian,"['rolls', 'pepper', 'garlic', 'salt', 'cheese', 'beef']"
38266,mexican,"['tomatoes', 'spinach', 'onions', 'salt', 'cream', 'fat', 'cheese', 'cumin', 'chili', 'milk', 'chicken', 'flour']"
39889,american,"['pepper', 'garlic', 'salt', 'cream', 'cheese', 'chives']"
38075,japanese,"['dashi', 'nori', 'salt', 'sugar', 'sauce', 'bonito', 'pork', 'oil', 'cabbage', 'flour', 'eggs']"
38787,american,"['tomatillos', 'tomatoes', 'yolk', 'pepper', 'garlic', 'onion', 'salt', 'cream', 'cheese', 'milk', 'thyme', 'oil', 'corn']"
44821,chinese,"['wine', 'pepper', 'salt', 'sauce', 'scallions', 'stock', 'ginger', 'lobster', 'corn', 'vegetables', 'chives']"
8022,italian,"['sage', 'rum', 'onions', 'crust', 'pork', 'salt', 'pepper', 'cheese', 'parsley', 'rosemary', 'pastry']"
41033,indian,"['potatoes', 'peas', 'rum', 'onions', 'cumin', 'chili', 'parsley', 'ginger', 'masa', 'flour']"
14944,british,"['salt', 'rum', 'sugar', 'nutmeg']"
43195,italian,"['tomatoes', 'carrots', 'garlic', 'salt', 'onion', 'thyme', 'oil']"
41445,french,"['basil', 'lemon', 'fillets', 'garlic', 'olives', 'oil', 'mustard', 'phyllo', 'capers']"
32510,korean,"['sprouts', 'onions', 'garlic', 'salt', 'water', 'oil', 'seeds']"
18678,italian,"['potatoes', 'tomatoes', 'guanciale', 'garlic', 'onion', 'sugar', 'water', 'salt', 'oil', 'flour']"
49064,italian,"['orange', 'pepper', 'lettuce', 'salt', 'sugar', 'oil']"
3451,american,"['chicken', 'seasoning', 'rum', 'pepper', 'salt', 'oil', 'flour', 'eggs']"
47584,mexican,"['potatoes', 'spinach', 'wheat', 'salsa', 'onion', 'cumin', 'chili', 'rice', 'oil', 'beans']"
49424,indian,"['potatoes', 'tomatoes', 'lemon', 'coriander', 'onions', 'garlic', 'eggplant', 'salt', 'water', 'chili', 'cumin', 'ginger', 'oil', 'fennel', 'cilantro']"
14949,italian,"['basil', 'pastry', 'cheese']"
49535,mexican,"['water', 'cheese', 'chicken', 'flour']"
36297,mexican,"['turkey', 'pepper', 'salsa', 'cheese', 'cumin', 'beans', 'flour']"
850,korean,"['potatoes', 'pepper', 'garlic', 'salt', 'onions', 'corn']"
24401,american,"['broccoli', 'pepper', 'salt', 'cheese', 'grits']"
49581,mexican,"['tortillas', 'salsa', 'salt', 'sauce', 'cheese', 'cream', 'scallions', 'oil', 'beans', 'guacamole']"
29342,spanish,"['brandy', 'wine', 'orange', 'lemon', 'sugar', 'water', 'lime', 'allspice', 'clove', 'cinnamon']"
44444,italian,"['seasoning', 'orange', 'pork', 'salt', 'sugar', 'garlic', 'water']"
22352,italian,"['basil', 'oregano', 'rum', 'spaghetti', 'oil']"
23619,mexican,"['brandy', 'orange', 'tortillas', 'salsa', 'pork', 'salt', 'garlic', 'water']"
38158,italian,"['fettucine', 'onions', 'pepper', 'garlic', 'shrimp', 'cheese', 'parsley', 'oil']"
13639,italian,"['pepper', 'garlic', 'thyme', 'butter', 'oil', 'pasta']"
25157,american,"['orange', 'lemon', 'whiskey', 'water', 'honey', 'cinnamon']"
15210,italian,"['orange', 'pepper', 'onion', 'salt', 'parsley', 'olives', 'oil']"
38431,italian,"['oregano', 'beans', 'pepper', 'onions', 'salt', 'mushrooms', 'sauce', 'escarole', 'garlic', 'sugar', 'oil', 'pasta']"
7233,indian,"['yoghurt', 'pepper', 'garlic', 'salt', 'oil', 'chili', 'spices', 'methi', 'chicken', 'vinegar']"
17404,italian,"['basil', 'wine', 'pepper', 'garlic', 'onion', 'shrimp', 'cream', 'cheese', 'butter', 'oil', 'pasta']"
25134,greek,"['brandy', 'orange', 'lemon', 'almonds', 'salt', 'sugar', 'soda', 'flour', 'eggs']"
18182,french,"['lemon', 'orange', 'salt', 'shrimp', 'vermouth', 'chives']"
3745,british,"['fish', 'yoghurt', 'curry', 'dill', 'garlic', 'salt', 'onion', 'scallions', 'rice', 'milk', 'oil', 'vinegar']"
48806,american,"['beef', 'vegetables', 'sauce', 'chuck']"
4776,american,"['bread', 'yolk', 'salt', 'sugar', 'whiskey', 'cream', 'vanilla', 'milk', 'corn', 'eggs']"
19796,chinese,"['yolk', 'almonds', 'sugar', 'extract', 'milk', 'butter', 'flour', 'seeds', 'eggs']"
38579,italian,"['bocconcini', 'rum', 'eggs', 'oil']"
16537,italian,"['wine', 'chicken', 'onions', 'garlic', 'cheese', 'parsley', 'rice', 'butter', 'oil']"
46978,thai,"['basil', 'salt', 'sugar', 'sauce', 'chile', 'lime', 'milk', 'curry', 'corn', 'halibut', 'eggs']"
21533,mexican,"['potatoes', 'oregano', 'tomatoes', 'leaves', 'steak', 'tortillas', 'onions', 'garlic', 'pepper', 'salt', 'cumin', 'oil', 'guajillo']"
5282,american,"['chocolate', 'pecans', 'salt', 'sugar', 'buttermilk', 'cream', 'vanilla', 'butter', 'soda', 'flour', 'eggs', 'coconut']"
32887,american,"['wine', 'fillets', 'garlic', 'salt', 'water', 'cream', 'cheese', 'grits', 'oil', 'butter', 'capers']"
46233,italian,"['basil', 'spinach', 'garlic', 'salt', 'eggplant', 'spaghetti', 'cheese', 'parsley', 'pinenuts']"
38743,italian,"['peas', 'pepper', 'garlic', 'onions', 'cheese', 'sausages', 'butter', 'chicken']"
31488,french,"['wine', 'chicken', 'carrots', 'onions', 'celery', 'salt', 'pepper', 'mushrooms', 'thyme', 'rosemary', 'oil', 'bacon']"
44634,italian,"['basil', 'oregano', 'wine', 'tomatoes', 'fusilli', 'onions', 'garlic', 'sauce', 'paprika', 'cheese', 'parsley', 'oil', 'beef']"
20908,indian,"['lemon', 'pepper', 'garlic', 'salt', 'oil', 'masa', 'fat', 'ginger', 'chicken']"
40756,italian,"['muffin', 'pepper', 'buttermilk', 'chili', 'milk', 'butter', 'eggs']"
5178,french,"['chocolate', 'preserves', 'yolk', 'salt', 'sugar', 'water', 'cream', 'raspberries', 'vanilla', 'ginger', 'flour']"
406,mexican,"['tomatoes', 'spinach', 'tortillas', 'dal', 'pepper', 'onions', 'broth', 'avocado', 'water', 'cream', 'salt', 'cumin', 'olives', 'oil', 'corn', 'beans', 'jack']"
12260,thai,"['leaves', 'peanuts', 'sugar', 'sauce', 'prawns', 'chili', 'lime', 'rice', 'oil', 'mustard', 'clove', 'eggs']"
12626,italian,"['wine', 'broccoli', 'chicken', 'lemon', 'pepper', 'garlic', 'salt', 'onion', 'cheese', 'cream', 'rice', 'butter', 'oil', 'chives', 'asiago']"
8038,indian,"['cilantro', 'chicken', 'coriander', 'mint', 'turmeric', 'garlic', 'onion', 'pepper', 'paprika', 'water', 'salt', 'cumin', 'lime', 'ginger', 'wafer', 'oil', 'cucumber']"
26685,indian,"['semolina', 'leaves', 'carrots', 'turmeric', 'pepper', 'salt', 'curds', 'vermicelli', 'cumin', 'rice', 'chili', 'ginger', 'cilantro', 'coconut']"
43517,italian,"['semolina', 'salt', 'cheese', 'milk', 'eggs']"
43124,indian,"['tomatoes', 'coriander', 'pepper', 'garlic', 'salt', 'sugar', 'turmeric', 'masa', 'water', 'oil', 'cumin', 'onions', 'ginger', 'ghee', 'beans', 'clove', 'cilantro']"
41196,chinese,"['sage', 'pepper', 'oil', 'salt', 'sugar', 'sauce', 'garlic', 'chicken']"
20458,american,"['rum', 'lemon', 'yolk', 'salt', 'milk']"
26802,indian,"['potatoes', 'curry', 'coriander', 'onions', 'eggplant', 'mushrooms', 'stock', 'milk', 'oil']"
24393,british,"['potatoes', 'pepper', 'salt', 'milk', 'oil', 'flour', 'eggs']"
34506,spanish,"['turkey', 'oregano', 'sage', 'tomatoes', 'peas', 'saffron', 'pepper', 'salt', 'onion', 'rice', 'oil']"
40783,american,"['sage', 'seasoning', 'onions', 'celery', 'pepper', 'garlic', 'ice', 'oil']"
27849,american,"['yolk', 'salt', 'sugar', 'vanilla', 'milk', 'bananas', 'flour']"
40986,italian,"['wine', 'fronds', 'pepper', 'onion', 'butter', 'chicken', 'fennel']"
6527,korean,"['onions', 'pepper', 'garlic', 'sugar', 'water', 'sauce', 'lettuce', 'honey', 'oil', 'beef', 'seeds']"
42929,spanish,"['leaves', 'orange', 'yolk', 'sugar', 'berries', 'cheese', 'cream', 'vanilla', 'milk', 'eggs']"
8745,british,"['red', 'yolk', 'pepper', 'browning', 'onion', 'salt', 'sauce', 'cheese', 'cream', 'water', 'stock', 'thyme', 'butter', 'oil', 'beef', 'flour', 'nutmeg']"
9359,french,"['rum', 'oil', 'cheese', 'chicken', 'mustard', 'ham', 'eggs']"
41949,mexican,"['lemon', 'pepper', 'salt', 'fat', 'chili', 'guacamole', 'cilantro']"
36495,american,"['potatoes', 'salt', 'sugar', 'butter', 'flour']"
22312,american,"['lemon', 'salt', 'sugar', 'cornmeal', 'butter', 'eggs']"
20935,american,"['sage', 'okra', 'crawfish', 'tomatoes', 'leaves', 'carrots', 'oil', 'garlic', 'celery', 'pepper', 'sauce', 'salt', 'onions', 'gumbo', 'rice', 'chicken', 'flour']"
5906,mexican,"['capsicum', 'seasoning', 'coriander', 'pepper', 'onions', 'salt', 'garlic', 'water', 'rice', 'lime', 'corn', 'beans', 'passata']"
24820,italian,"['wine', 'tomatoes', 'guanciale', 'bucatini', 'pepper', 'cheese', 'parsley', 'oil']"
28844,british,"['chocolate', 'coffee', 'salt', 'whiskey', 'extract', 'milk', 'vanilla']"
30455,indian,"['capsicum', 'pepper', 'celery', 'salt', 'onions', 'sauce', 'water', 'garlic', 'chili', 'rice', 'ginger', 'oil', 'cauliflower', 'corn', 'flour']"
31118,british,"['bread', 'marmite', 'salt']"
35295,indian,"['chicken', 'cilantro', 'garlic', 'onion', 'cumin', 'ginger', 'curry']"
